"","mtry","AUC","AUCSD","Precision","PrecisionSD","Recall","RecallSD","F","FSD","NUTS1","CM"
"179",202,0.592355040020192,0.189907127904028,0.960285714285714,0.0717073277843753,0.897333333333333,0.129859508945214,0.920721056721057,0.0794697590241639,"S","CM2"
"180",227,0.603961865706919,0.190903630155503,0.957428571428571,0.0729282794544744,0.904666666666667,0.130237877600584,0.923222999222999,0.080087433759807,"S","CM2"
"181",2,0.614777777777778,0.0919307335071603,0.988095238095238,0.058925565098879,0.716666666666667,0.280204816569996,0.810689990281827,0.19196228462657,"NW","CM3"
"182",27,0.603722222222222,0.106022374478921,0.961666666666667,0.109381377365097,0.81,0.225902071773913,0.854857142857143,0.156811914084111,"NW","CM3"
"183",52,0.605444444444444,0.0992142219098458,0.96,0.113239256672325,0.803333333333333,0.225097610472352,0.851047619047619,0.15905291449085,"NW","CM3"
"184",77,0.599222222222222,0.102109952643331,0.959183673469388,0.114264010836027,0.786666666666667,0.256524830498203,0.84868804664723,0.166204760455514,"NW","CM3"
"185",102,0.590333333333333,0.10308335403235,0.960884353741497,0.121599630524163,0.76,0.275944060846675,0.831195335276968,0.19209151677466,"NW","CM3"
"186",127,0.589277777777778,0.103570683570878,0.960884353741497,0.121599630524163,0.74,0.269710519209644,0.818950437317784,0.187152272158859,"NW","CM3"
"187",152,0.575484126984127,0.106453960237362,0.960069444444444,0.122751145716143,0.73,0.295257295842625,0.820039682539683,0.195251583128962,"NW","CM3"
"188",177,0.565686507936508,0.111297916180526,0.923809523809524,0.157784135239679,0.726666666666667,0.273052784511075,0.791885325558795,0.189250719516033,"NW","CM3"
"189",202,0.556579365079365,0.123713605093257,0.92891156462585,0.147501393206073,0.726666666666667,0.273052784511075,0.791010689990282,0.183240071946247,"NW","CM3"
"190",227,0.560246031746032,0.11291858713931,0.906802721088435,0.163933081400999,0.72,0.270298398977493,0.777891156462585,0.179406776302402,"NW","CM3"
"191",2,0.861336124138207,0.0300502294092372,0.984761904761905,0.0420523360773828,0.869166666666667,0.118054388416266,0.919030453206924,0.0760104892271553,"NE","CM3"
"192",27,0.858571849446849,0.0298481904473598,0.978809523809524,0.0511044910573115,0.879444444444444,0.106791015481895,0.922101630395748,0.0652361240821662,"NE","CM3"
"193",52,0.857701348805516,0.0325060240326324,0.974253968253968,0.0578243875191006,0.884444444444444,0.100289326977342,0.923137111254758,0.0640287118783425,"NE","CM3"
"194",77,0.859252565335899,0.0267029350733624,0.971674603174603,0.0595895269443676,0.881944444444444,0.108139471289131,0.920079688285571,0.0681819668760233,"NE","CM3"
"195",102,0.853611342361342,0.0348660283983709,0.970952380952381,0.0571238450537644,0.881944444444444,0.102071715213428,0.9204825827767,0.0659571254600328,"NE","CM3"
"196",127,0.854341128778629,0.0344862331936014,0.971206349206349,0.0596959049815812,0.886944444444444,0.104690105867584,0.923397517171511,0.0696839215699536,"NE","CM3"
"197",152,0.855650635629802,0.0316146747100491,0.963309523809524,0.065463659214503,0.886666666666667,0.099774563225645,0.918952139020251,0.0628357675952144,"NE","CM3"
"198",177,0.85194268299783,0.0353164046025039,0.963309523809524,0.065463659214503,0.886666666666667,0.099774563225645,0.918952139020251,0.0628357675952144,"NE","CM3"
"199",202,0.850663531332955,0.0367902830007038,0.963452380952381,0.0566908871671615,0.889166666666667,0.0978273200864851,0.921221216691805,0.0612887590832771,"NE","CM3"
"200",227,0.852065160828641,0.0309823090102061,0.965198412698413,0.0625823252930207,0.894166666666667,0.0969541980942173,0.924319255907491,0.0606290502017897,"NE","CM3"
"201",2,0.597303610089107,0.124301913098048,1,0,0.786666666666667,0.24055868457743,0.858,0.172721316175,"MA","CM3"
"202",27,0.592187723916239,0.125660392951426,0.968333333333333,0.0873033910347576,0.826666666666667,0.215499209504472,0.871047619047619,0.147199441254294,"MA","CM3"
"203",52,0.597002921322009,0.119785342351896,0.968333333333333,0.0873033910347576,0.826666666666667,0.215499209504472,0.871047619047619,0.147199441254294,"MA","CM3"
"204",77,0.591049612743986,0.123715393493243,0.968333333333333,0.0873033910347576,0.82,0.225475059080985,0.865047619047619,0.156005276676968,"MA","CM3"
"205",102,0.591326804459157,0.116737926610682,0.961666666666667,0.0970219836229009,0.806666666666667,0.224264987415555,0.854380952380952,0.156101594801227,"MA","CM3"
"206",127,0.589667152421022,0.118498448580029,0.956666666666667,0.101351412637108,0.806666666666667,0.224264987415555,0.85152380952381,0.154682838440861,"MA","CM3"
"207",152,0.589201436363201,0.118055710929692,0.956666666666667,0.101351412637108,0.8,0.223353131420163,0.84752380952381,0.153345133517898,"MA","CM3"
"208",177,0.587196832483311,0.117459889629869,0.951666666666667,0.116751669713766,0.8,0.223353131420163,0.843714285714286,0.155452789944182,"MA","CM3"
"209",202,0.581326203208556,0.117611360149931,0.950238095238095,0.122677649294973,0.786666666666667,0.24055868457743,0.830380952380952,0.171174333665711,"MA","CM3"
"210",227,0.575264841768712,0.120520179912747,0.936904761904762,0.134348359489206,0.786666666666667,0.24055868457743,0.825047619047619,0.174149154973758,"MA","CM3"
"211",2,0.616621546752258,0.102191639661097,1,0,0.74,0.286526622967106,0.845734126984127,0.183375078033577,"CE","CM3"
"212",27,0.607302674723138,0.111830693998518,1,0,0.735,0.275969739377625,0.84484126984127,0.173670562021408,"CE","CM3"
"213",52,0.582882125744381,0.130982019679382,1,0,0.671666666666667,0.264816070170238,0.800396825396825,0.174543448690041,"CE","CM3"
"214",77,0.570333607725978,0.13627004518121,1,0,0.665,0.260542996569135,0.796230158730159,0.172046500667092,"CE","CM3"
"215",102,0.54520707300081,0.146541496159807,0.993055555555556,0.0481125224324688,0.66,0.266113371574245,0.787896825396825,0.181298549950486,"CE","CM3"
"216",127,0.538223237057061,0.142865747119715,0.986111111111111,0.0673136455078196,0.671666666666667,0.256110139643314,0.796924603174603,0.168660786004318,"CE","CM3"
"217",152,0.522439815658198,0.152404675850726,0.973958333333333,0.0879169397663064,0.671666666666667,0.256110139643314,0.791914682539683,0.169562154559967,"CE","CM3"
"218",177,0.513270378994644,0.149068213822353,0.967013888888889,0.0983606515324983,0.671666666666667,0.256110139643314,0.789136904761905,0.170516334958765,"CE","CM3"
"219",202,0.505267612316877,0.151346986978401,0.960069444444444,0.107339389246658,0.671666666666667,0.256110139643314,0.786359126984127,0.171419241263135,"CE","CM3"
"220",227,0.497910310277957,0.156064871310216,0.956597222222222,0.119085343144867,0.671666666666667,0.256110139643314,0.784375,0.173374151986185,"CE","CM3"
"221",2,0.856429385429385,0.0382729171673271,0.974761904761905,0.0559892140296589,0.906388888888889,0.0911753306388717,0.937022408963585,0.0634643255700457,"E","CM3"
"222",27,0.854883160516384,0.0355307832103843,0.970039682539683,0.0586484741965946,0.911111111111111,0.0928520552126793,0.937189075630252,0.0647038243077676,"E","CM3"
"223",52,0.84185286578269,0.0506620474806394,0.967539682539683,0.0599940393958931,0.911111111111111,0.0928520552126793,0.936022408963585,0.0652979385157618,"E","CM3"
"224",77,0.850522466504084,0.0432642397955234,0.965539682539683,0.060554055779619,0.918333333333333,0.0885836596208728,0.939150449653546,0.0636712802120931,"E","CM3"
"225",102,0.847286109487348,0.0488145577853846,0.968039682539683,0.059307305751876,0.918611111111111,0.0912702726007751,0.940326920241781,0.0642502955020261,"E","CM3"
"226",127,0.851109640779065,0.04040872297154,0.96284126984127,0.0622249533324976,0.913611111111111,0.0968892093911776,0.93493616393926,0.0684185003103369,"E","CM3"
"227",152,0.851271963752478,0.0419757919398345,0.965063492063492,0.0615099459424943,0.915833333333333,0.0949653004483302,0.93743616393926,0.0684674698665244,"E","CM3"
"228",177,0.84940302293703,0.0465911751138533,0.965539682539683,0.060554055779619,0.915833333333333,0.087993738897492,0.937817116320212,0.0630661859080626,"E","CM3"
"229",202,0.849621791913749,0.0461631648868034,0.965063492063492,0.0615099459424943,0.910833333333333,0.0970029110482085,0.934579021082117,0.0687833845228669,"E","CM3"
"230",227,0.852754405149826,0.0453549550811021,0.968198412698413,0.0592751533423988,0.916111111111111,0.0941555538964858,0.938769497272593,0.0649715435157839,"E","CM3"
"231",2,0.853024076991145,0.0464743343587616,0.997777777777778,0.0157134840263677,0.8925,0.103510214227793,0.938809523809524,0.0593695480075904,"S","CM3"
"232",27,0.82275772123856,0.0766893293125327,0.989111111111111,0.0330288436060382,0.899166666666667,0.096747708229286,0.938766696152145,0.055910309852514,"S","CM3"
"233",52,0.769260349444864,0.114488779480789,0.986253968253968,0.0378889919602803,0.899166666666667,0.096747708229286,0.937766696152145,0.0588146247704611,"S","CM3"
"234",77,0.710287815500732,0.136665631045256,0.975753968253968,0.0507137578530295,0.899166666666667,0.096747708229286,0.932650597080938,0.0604200468485649,"S","CM3"
"235",102,0.654328229320547,0.152752047949159,0.963309523809524,0.0593842013596733,0.899166666666667,0.096747708229286,0.926341687552214,0.0595484129177628,"S","CM3"
"236",127,0.612833626924962,0.1600678165812,0.956944444444444,0.0657539802281795,0.899166666666667,0.0993177945457362,0.923184480809868,0.0635468272151924,"S","CM3"
"237",152,0.565722062018878,0.153828732795936,0.959277777777778,0.0607534628243519,0.896944444444444,0.0956542659746201,0.92305806182122,0.0576437558651388,"S","CM3"
"238",177,0.538892666059692,0.160866918647053,0.953863636363636,0.0667094091053608,0.896944444444444,0.0956542659746201,0.9201223893066,0.0575669714444253,"S","CM3"
"239",202,0.51170818982216,0.175704263456425,0.952784271284271,0.0648031415755943,0.896944444444444,0.0956542659746201,0.919915204678363,0.0585075495052534,"S","CM3"
"240",227,0.486971974118335,0.164900748687834,0.950649350649351,0.0681987367977375,0.894722222222222,0.0996849566232114,0.917508943928449,0.0626158909216671,"S","CM3"
